WH_train_328	4	12	true	0.0/-49.0/Exploitation(Set(country),Set(nature, documentary))	0.0/-49.0/Exploitation(Set(film),Set(bear, country))	0.0/-49.0/Exploitation(Set(film, series),Set(disney))	0.0/-145.0/Exploitation(Set(film),Set(james, algar))
WH_train_2789	2	18	true	0.0/-49.0/Exploitation(Set(21),Set(soyuz, programme))	0.0/-145.0/Exploitation(Set(crew),Set(iss))
WH_train_2911	2	37	true	0.0/-49.0/ExplorationDouble(Set(california),Set(huntington, ingalls, industries))	0.0/-145.0/ExplorationDouble(Set(northern, california),Set(united, states, navy))
WH_train_3043	2	8	true	0.0/-49.0/Exploitation(Set(noodles),Set(food))	0.0/-145.0/ExplorationDouble(Set(soba, noodle),Set(market))
WH_train_3074	2	17	true	0.0/-49.0/Exploitation(Set(hazard),Set(occupational, safety, and, health))	0.0/-145.0/ExplorationDouble(Set(workplace, injury),Set(hazard))
WH_train_3077	2	9	true	0.0/-49.0/Exploitation(Set(carolina),Set(drama, film))	0.0/-145.0/ExplorationDouble(Set(south, carolina),Set(songcatcher))
WH_train_3141	2	17	true	0.0/-49.0/Exploitation(Set(dead),Set(compilation, album))	0.0/-145.0/ExplorationDouble(Set(dead, kennedys),Set(album, version))
WH_train_3266	2	16	true	0.0/-49.0/ExplorationDouble(Set(mahawu),Set(north, sulawesi, province))	0.0/-145.0/Exploitation(Set(sulawesi),Set(indonesia))
WH_train_3300	2	2	true	0.0/-49.0/Exploitation(Set(gill),Set(uk, independence, party))	0.0/-145.0/Exploitation(Set(tfa),Set(freedom, association))
WH_train_3321	3	9	true	0.0/-49.0/Exploitation(Set(edelen),Set(baseball, player))	0.0/-49.0/Exploitation(Set(time),Set(st., louis, cardinals))	0.0/-145.0/Exploitation(Set(st., louis, cardinals),Set(cardinals))
WH_train_3331	3	31	true	0.0/-49.0/Exploitation(Set(hauser),Set(german))	0.0/-49.0/ExplorationDouble(Set(discuss),Set(individual))	0.0/-145.0/ExplorationDouble(Set(discuss),Set(germany))
WH_train_3346	3	7	true	0.0/-49.0/Exploitation(Set(arthritis),Set(rheumatology))	0.0/-49.0/ExplorationDouble(Set(american, college, rheumatology),Set(advance, rheumatology))	0.0/-145.0/ExplorationDouble(Set(bladder, problem),Set(fibromyalgia))
WH_train_3461	2	2	true	0.0/-49.0/Exploitation(Set(stenopodidea),Set(infraorder))	0.0/-145.0/Exploitation(Set(name),Set(shrimp))
WH_train_3581	2	22	true	0.0/-49.0/Exploitation(Set(station),Set(london, borough, of, redbridge))	0.0/-145.0/ExplorationDouble(Set(marks, gate),Set(greater, london))
WH_train_3614	2	7	true	0.0/-49.0/Exploitation(Set(morning),Set(columbia, records))	0.0/-145.0/Exploitation(Set(columbia, records),Set(dylan, song))
WH_train_3680	2	2	true	0.0/-49.0/Exploitation(Set(kanhaiya),Set(drama, film))	0.0/-145.0/ExplorationDouble(Set(hindi, remake),Set(salman, khan))
WH_train_3761	2	4	true	0.0/-49.0/Exploitation(Set(branco),Set(cape, verde))	0.0/-145.0/Exploitation(Set(porto, grande, bay),Set(vicente))
WH_train_3895	2	3	true	0.0/-49.0/Exploitation(Set(katschberg),Set(drau, der, an, district, spittal))	0.0/-145.0/Exploitation(Set(austria),Set(carinthia))
WH_train_3968	2	3	true	0.0/-49.0/Exploitation(Set(curry),Set(new, york, yankees))	0.0/-145.0/Exploitation(Set(yankees),Set(yes, network))
WH_train_3980	2	3	true	0.0/-49.0/Exploitation(Set(tunnels),Set(hawaii))	0.0/-145.0/Exploitation(Set(interstate, h),Set(halawa))
WH_train_4009	2	102	true	0.0/-49.0/ExplorationDouble(Set(bluesport),Set(automobile))	0.0/-145.0/ExplorationDouble(Set(automobile, magazine),Set(company))
WH_train_4015	2	3	true	0.0/-49.0/ExplorationDouble(Set(hungduan),Set(bontoc))	0.0/-145.0/Exploitation(Set(mountain, province),Set(philippines))
WH_train_4166	2	6	true	0.0/-49.0/Exploitation(Set(hero),Set(color))	0.0/-145.0/ExplorationDouble(Set(japan),Set(pegasus))
WH_train_4170	2	8	true	0.0/-49.0/Exploitation(Set(sparks),Set(united, states, of, america))	0.0/-145.0/ExplorationDouble(Set(united, kingdom),Set(copy))
WH_train_4172	2	27	true	0.0/-49.0/Exploitation(Set(mountain),Set(united, states, of, america))	0.0/-145.0/Exploitation(Set(united, states),Set(north, america))
WH_train_4222	3	22	true	0.0/-49.0/Exploitation(Set(guard),Set(indian, armed, forces))	0.0/-49.0/Exploitation(Set(coast, guard),Set(armed, forces))	0.0/-145.0/ExplorationDouble(Set(nigerian, armed, forces),Set(ministry, defence))
WH_train_4242	2	10	true	0.0/-49.0/Exploitation(Set(rebelde),Set(canal, de, las, estrellas))	0.0/-145.0/ExplorationDouble(Set(c, o, digo),Set(mexico))
WH_train_4254	2	52	true	0.0/-49.0/ExplorationDouble(Set(juice),Set(flying, nun, records))	0.0/-145.0/ExplorationDouble(Set(juice, newton),Set(new, zealand))
WH_train_4284	2	20	true	0.0/-49.0/Exploitation(Set(boyz),Set(band))	0.0/-145.0/ExplorationDouble(Set(boston),Set(song))
WH_train_4333	2	27	true	0.0/-49.0/ExplorationDouble(Set(kemmler),Set(capital, punishment))	0.0/-145.0/Exploitation(Set(capital),Set(state))
WH_train_4372	2	20	true	0.0/-49.0/Exploitation(Set(racing),Set(acclaim, entertainment))	0.0/-145.0/Exploitation(Set(video, game),Set(nintendo))
WH_train_4374	2	12	true	0.0/-49.0/Exploitation(Set(aloud),Set(reality, television))	0.0/-145.0/Exploitation(Set(uk),Set(singles))
WH_train_4480	3	30	true	0.0/-49.0/Exploitation(Set(port),Set(damietta, governorate))	0.0/-49.0/Exploitation(Set(damietta),Set(egypt))	0.0/-145.0/ExplorationDouble(Set(port, installation),Set(egypt))
WH_train_4505	2	108	true	0.0/-49.0/ExplorationDouble(Set(hemblen),Set(2000))	0.0/-145.0/ExplorationDouble(Set(film),Set(united, states, census))
WH_train_4561	2	103	true	0.0/-49.0/ExplorationDouble(Set(jeassy),Set(2001))	0.0/-145.0/ExplorationDouble(Set(film),Set(solo, hit))
WH_train_4589	2	24	true	0.0/-49.0/Exploitation(Set(sen),Set(filmfare, awards))	0.0/-145.0/Exploitation(Set(film),Set(india))
WH_train_4638	3	16	true	0.0/-49.0/Exploitation(Set(grade),Set(educational, game))	0.0/-49.0/Exploitation(Set(version),Set(player))	0.0/-145.0/Exploitation(Set(player),Set(game))
WH_train_4679	2	11	true	0.0/-49.0/Exploitation(Set(wars),Set(unreal, engine))	0.0/-145.0/Exploitation(Set(game),Set(microsoft))
WH_train_4829	2	7	true	0.0/-49.0/Exploitation(Set(bazar),Set(eurovision, song, contest, 1979))	0.0/-145.0/ExplorationDouble(Set(italy),Set(chart))
WH_train_4893	2	3	true	0.0/-49.0/Exploitation(Set(virens),Set(species))	0.0/-145.0/Exploitation(Set(north, america),Set(name))
WH_train_4918	2	18	true	0.0/-49.0/Exploitation(Set(museum),Set(tjörn, municipality))	0.0/-145.0/ExplorationDouble(Set(rhamn),Set(sweden))
WH_train_4921	2	3	true	0.0/-49.0/Exploitation(Set(vise),Set(figure, skater))	0.0/-145.0/ExplorationDouble(Set(tiffany, vise),Set(win))
WH_train_4970	2	4	true	0.0/-49.0/Exploitation(Set(discworld),Set(fantasy, novel))	0.0/-145.0/Exploitation(Set(pratchett),Set(uk))
WH_train_4978	3	10	true	0.0/-49.0/Exploitation(Set(winnetou),Set(fictional, character))	0.0/-49.0/Exploitation(Set(old, shatterhand),Set(karl, may, ())	0.0/-145.0/ExplorationDouble(Set(may),Set(protagonist))
WH_train_5052	2	6	true	0.0/-49.0/Exploitation(Set(ages),Set(1500))	0.0/-145.0/Exploitation(Set(spain),Set(period))
WH_train_5056	2	4	true	0.0/-49.0/Exploitation(Set(sultanate),Set(monarchy))	0.0/-145.0/Exploitation(Set(india),Set(kingdom))
WH_train_5248	2	100	true	0.0/-49.0/ExplorationDouble(Set(blasdell),Set(beverly, hills))	0.0/-145.0/ExplorationDouble(Set(beverly, hills, playhouse),Set(california))
WH_train_5264	2	3	true	0.0/-49.0/Exploitation(Set(archabbey),Set(bavaria))	0.0/-145.0/Exploitation(Set(benedictine),Set(pennsylvania))
WH_train_5323	2	4	true	0.0/-49.0/Exploitation(Set(dmitriev),Set(figure, skater))	0.0/-145.0/Exploitation(Set(world, championship),Set(figure, skater))
WH_train_5378	2	10	true	0.0/-49.0/Exploitation(Set(backwoods),Set(big, machine, records))	0.0/-145.0/ExplorationDouble(Set(hit),Set(lettin))
WH_train_5538	2	14	true	0.0/-49.0/Exploitation(Set(runaway),Set(single))	0.0/-145.0/Exploitation(Set(album),Set(final))
WH_train_5545	2	5	true	0.0/-49.0/Exploitation(Set(metropolis),Set(mad, scientist))	0.0/-145.0/ExplorationDouble(Set(fritz, lang),Set(scientist, role))
WH_train_5551	2	108	true	0.0/-49.0/Exploitation(Set(boys),Set(drama, film))	0.0/-145.0/ExplorationDouble(Set(film),Set(brother))
WH_train_5554	2	98	true	0.0/-49.0/Exploitation(Set(danio),Set(species))	0.0/-145.0/ExplorationDouble(Set(species),Set(worm))
WH_train_5628	2	60	true	0.0/-49.0/Exploitation(Set(officinalis),Set(species))	0.0/-145.0/ExplorationDouble(Set(genus),Set(western, asia))
WH_train_5730	2	4	true	0.0/-49.0/Exploitation(Set(garden),Set(microsoft, windows))	0.0/-145.0/ExplorationDouble(Set(gearbox, software),Set(player))
WH_train_5731	2	60	true	0.0/-49.0/ExplorationDouble(Set(pre),Set(open, webos))	0.0/-145.0/ExplorationDouble(Set(torcs),Set(use))
WH_train_6043	3	26	true	0.0/-49.0/Exploitation(Set(worlds),Set(reality, pump, studios))	0.0/-49.0/ExplorationDouble(Set(reality, pump, studios),Set(world))	0.0/-145.0/ExplorationDouble(Set(world, championship),Set(united, states))
WH_train_6159	2	5	true	0.0/-49.0/Exploitation(Set(hero),Set(color))	0.0/-145.0/ExplorationDouble(Set(japan),Set(pegasus))
WH_train_6195	2	10	true	0.0/-49.0/Exploitation(Set(city),Set(hard, rock))	0.0/-145.0/ExplorationDouble(Set(new, york),Set(rudy, sarzo))
WH_train_6214	3	9	true	0.0/-49.0/Exploitation(Set(ord),Set(village))	0.0/-49.0/ExplorationDouble(Set(house, findochty),Set(east, ord))	0.0/-145.0/ExplorationDouble(Set(house, findochty),Set(new, york))
WH_train_6230	2	11	true	0.0/-49.0/Exploitation(Set(schwartz),Set(poker, player))	0.0/-145.0/ExplorationDouble(Set(issue),Set(michael))
WH_train_6379	4	16	true	0.0/-49.0/Exploitation(Set(peberholm),Set(tårnby, municipality))	0.0/-49.0/Exploitation(Set(copenhagen),Set(amager))	0.0/-49.0/Exploitation(Set(copenhagen),Set(kastrup, lufthavn))	0.0/-145.0/Exploitation(Set(denmark),Set(sweden))
WH_train_6475	2	11	true	0.0/-49.0/Exploitation(Set(folkhemmet),Set(political, party))	0.0/-145.0/ExplorationDouble(Set(social, democratic, party),Set(kjell))
WH_train_6604	2	9	true	0.0/-49.0/Exploitation(Set(drugs),Set(treaty))	0.0/-145.0/ExplorationDouble(Set(paris, convention),Set(effect))
WH_train_6695	2	9	true	0.0/-49.0/ExplorationDouble(Set(garris),Set(war, sixth, coalition, of, the))	0.0/-145.0/Exploitation(Set(revolutionary, war),Set(portugal))
WH_train_6762	2	3	true	0.0/-49.0/Exploitation(Set(idol),Set(nova, tv))	0.0/-145.0/Exploitation(Set(austria),Set(patrick, jurdi))
WH_train_6851	2	3	true	0.0/-49.0/Exploitation(Set(floor),Set(gillian, rubinstein))	0.0/-145.0/ExplorationDouble(Set(lian, hearn),Set(tale))
WH_train_6867	2	3	true	0.0/-49.0/Exploitation(Set(pituffik),Set(qaasuitsup, municipality))	0.0/-145.0/Exploitation(Set(bylot, sound),Set(greenland))
WH_train_7235	2	2	true	0.0/-49.0/Exploitation(Set(ducale),Set(federico, da, montefeltro))	0.0/-145.0/Exploitation(Set(urbino),Set(federico, da, montefeltro))
WH_train_7291	3	11	true	0.0/-49.0/Exploitation(Set(198),Set(road))	0.0/-49.0/ExplorationDouble(Set(san, lorenzo),Set(cullen, bullen, village))	0.0/-145.0/ExplorationDouble(Set(san, juan),Set(puerto, rico, highway, 198))
WH_train_7345	3	17	true	0.0/-49.0/Exploitation(Set(murders),Set(event))	0.0/-49.0/ExplorationDouble(Set(mass, murder),Set(person))	0.0/-145.0/ExplorationDouble(Set(mass, murder),Set(killer))
WH_train_7403	3	92	true	0.0/-49.0/Exploitation(Set(live),Set(sega))	0.0/-49.0/Exploitation(Set(game),Set(sega, stars))	0.0/-145.0/Exploitation(Set(game),Set(sega))
WH_train_7442	2	11	true	0.0/-49.0/Exploitation(Set(space),Set(mathematical, object))	0.0/-145.0/ExplorationDouble(Set(point),Set(idea))
WH_train_7519	2	8	true	0.0/-49.0/Exploitation(Set(bone),Set(hurt, me, bad))	0.0/-145.0/Exploitation(Set(album),Set(singles))
WH_train_7612	3	6	true	0.0/-49.0/Exploitation(Set(life),Set(decca, records))	0.0/-49.0/Exploitation(Set(track),Set(life))	0.0/-145.0/Exploitation(Set(bonus, track),Set(album))
WH_train_7709	2	51	true	0.0/-49.0/ExplorationDouble(Set(pseudo-scymnus),Set(geographer))	0.0/-145.0/ExplorationDouble(Set(term),Set(roman, republic))
WH_train_7760	2	17	true	0.0/-49.0/Exploitation(Set(1),Set(deity))	0.0/-145.0/ExplorationDouble(Set(temple),Set(church))
WH_train_7818	2	5	true	0.0/-49.0/Exploitation(Set(towers),Set(university, of, edinburgh))	0.0/-145.0/Exploitation(Set(university),Set(towers))
WH_train_7848	3	41	true	0.0/-49.0/ExplorationDouble(Set(glow),Set(daw, books))	0.0/-49.0/ExplorationDouble(Set(arc, discharge),Set(group, change))	0.0/-145.0/ExplorationDouble(Set(publishing, book),Set(arc, discharge))
WH_train_7900	2	5	true	0.0/-49.0/Exploitation(Set(embassy),Set(organization))	0.0/-145.0/ExplorationDouble(Set(embassy, complex),Set(country))
WH_train_7916	2	12	true	0.0/-49.0/ExplorationDouble(Set(land),Set(martha, williamson))	0.0/-145.0/ExplorationDouble(Set(land),Set(monica))
WH_train_7958	2	12	true	0.0/-49.0/Exploitation(Set(royal),Set(performing, arts, venue))	0.0/-145.0/Exploitation(Set(theatre),Set(opera))
WH_train_7986	2	2	true	0.0/-49.0/Exploitation(Set(mcdonough),Set(peoria))	0.0/-145.0/Exploitation(Set(illinois),Set(macomb))
WH_train_8009	2	10	true	0.0/-49.0/Exploitation(Set(eye),Set(fantasy, film))	0.0/-145.0/ExplorationDouble(Set(jakubisko),Set(story))
WH_train_8047	2	17	true	0.0/-49.0/ExplorationDouble(Set(wtcp),Set(communications, protocol))	0.0/-145.0/Exploitation(Set(system),Set(communication))
WH_train_8108	2	49	true	0.0/-49.0/ExplorationDouble(Set(bulltofta),Set(malmö, municipality))	0.0/-145.0/ExplorationDouble(Set(sweden),Set(malm))
WH_train_8126	4	30	true	0.0/-49.0/Exploitation(Set(nowlan),Set(canada, party, progressive, of, conservative))	0.0/-49.0/Exploitation(Set(progressive, conservative, party, canada),Set(john, diefenbaker))	0.0/-49.0/Exploitation(Set(time),Set(lead))	0.0/-145.0/ExplorationDouble(Set(ask, voter),Set(government))
WH_train_8246	2	15	true	0.0/-49.0/Exploitation(Set(wavre),Set(belgium))	0.0/-145.0/ExplorationDouble(Set(wallonia),Set(ge))
WH_train_8289	2	16	true	0.0/-49.0/Exploitation(Set(biography),Set(biographical, encyclopedia))	0.0/-145.0/ExplorationDouble(Set(dictionary),Set(oxford, university, press))
WH_train_8337	2	100	true	0.0/-49.0/Exploitation(Set(light),Set(horror, film))	0.0/-145.0/ExplorationDouble(Set(film),Set(landscape))
WH_train_8394	2	106	true	0.0/-49.0/ExplorationDouble(Set(oster),Set(musician))	0.0/-145.0/ExplorationDouble(Set(folk, musician),Set(instrument))
WH_train_8430	2	2	true	0.0/-49.0/Exploitation(Set(heath),Set(iron, acton))	0.0/-145.0/Exploitation(Set(village),Set(frampton, cotterell))
WH_train_8455	2	2	true	0.0/-49.0/Exploitation(Set(canton),Set(cañar, province))	0.0/-145.0/Exploitation(Set(azogues),Set(ecuador))
WH_train_8520	2	3	true	0.0/-49.0/Exploitation(Set(albaida),Set(málaga, province))	0.0/-145.0/Exploitation(Set(spain),Set(village))
WH_train_8540	3	18	true	0.0/-49.0/Exploitation(Set(heels),Set(phonogram, records))	0.0/-49.0/ExplorationDouble(Set(mother, talk),Set(head))	0.0/-145.0/ExplorationDouble(Set(world),Set(university, north, carolina))
WH_train_8868	2	17	true	0.0/-49.0/Exploitation(Set(pancha),Set(khmer))	0.0/-145.0/Exploitation(Set(cambodia),Set(khmer, rouge))
WH_train_8904	2	10	true	0.0/-49.0/Exploitation(Set(d'italia),Set(road, bicycle, racing))	0.0/-145.0/ExplorationDouble(Set(rochelle, gilmore),Set(win))
WH_train_8995	2	7	true	0.0/-49.0/Exploitation(Set(marquess),Set(stanford, university))	0.0/-145.0/ExplorationDouble(Set(cardinal),Set(home, game))
WH_train_9012	2	2	true	0.0/-49.0/Exploitation(Set(chase),Set(actor, for, best, award, academy, supporting))	0.0/-145.0/ExplorationDouble(Set(houseman),Set(know))
WH_train_9013	2	9	true	0.0/-49.0/ExplorationDouble(Set(klimov),Set(syktyvkar))	0.0/-145.0/ExplorationDouble(Set(klimov),Set(komi, republic))
WH_train_9041	2	14	true	0.0/-49.0/Exploitation(Set(boulevard),Set(massachusetts))	0.0/-145.0/Exploitation(Set(boston),Set(massachusetts))
WH_train_9116	2	25	true	0.0/-49.0/Exploitation(Set(country),Set(contemporary, folk, music))	0.0/-145.0/ExplorationDouble(Set(song),Set(jackson, browne))
WH_train_9143	2	14	true	0.0/-49.0/Exploitation(Set(orf),Set(infectious, disease))	0.0/-145.0/ExplorationDouble(Set(human),Set(orf, virus))
WH_train_9151	2	2	true	0.0/-49.0/Exploitation(Set(redfield),Set(combinatorics))	0.0/-145.0/ExplorationDouble(Set(lya, theorem, p, enumeration, o),Set(lemma))
WH_train_9164	2	15	true	0.0/-49.0/ExplorationDouble(Set(zakim),Set(multiple, myeloma))	0.0/-145.0/ExplorationDouble(Set(pain),Set(united, nations))
WH_train_9276	2	11	true	0.0/-49.0/Exploitation(Set(real),Set(cat))	0.0/-145.0/Exploitation(Set(film),Set(garfield))
WH_train_9324	2	21	true	0.0/-49.0/Exploitation(Set(things),Set(nbc))	0.0/-145.0/ExplorationDouble(Set(show),Set(thing))
WH_train_9347	2	18	true	0.0/-49.0/ExplorationDouble(Set(swampsong),Set(spinefarm, records))	0.0/-145.0/ExplorationDouble(Set(witchfinder, records),Set(debut, album))
WH_train_9427	2	5	true	0.0/-49.0/Exploitation(Set(time),Set(the, 3do, company))	0.0/-145.0/Exploitation(Set(company),Set(platform, game))
WH_train_9493	2	8	true	0.0/-49.0/Exploitation(Set(dram),Set(currency))	0.0/-145.0/ExplorationDouble(Set(dram),Set(silver, coin))
WH_train_9564	2	30	true	0.0/-49.0/Exploitation(Set(company),Set(alcoholic, beverage))	0.0/-145.0/Exploitation(Set(company),Set(beverage, company))
WH_train_9569	2	14	true	0.0/-49.0/Exploitation(Set(4),Set(piano))	0.0/-145.0/ExplorationDouble(Set(studio, album),Set(piano, intro))
WH_train_9597	2	2	true	0.0/-49.0/Exploitation(Set(federsee),Set(biberach))	0.0/-145.0/Exploitation(Set(buchau),Set(germany))
WH_train_9609	2	10	true	0.0/-49.0/Exploitation(Set(frost),Set(pop))	0.0/-145.0/ExplorationDouble(Set(jimmy, harry),Set(uk))
WH_train_9632	2	53	true	0.0/-49.0/Exploitation(Set(frigiliana),Set(málaga, province))	0.0/-145.0/ExplorationDouble(Set(kilometer, north),Set(capital))
WH_train_9665	2	44	true	0.0/-49.0/ExplorationDouble(Set(circuits),Set(sonic, unyon))	0.0/-145.0/ExplorationDouble(Set(circuit),Set(record, label))
WH_train_9667	4	19	true	0.0/-49.0/Exploitation(Set(chaetognatha),Set(phylum))	0.0/-49.0/ExplorationDouble(Set(know),Set(worm))	0.0/-49.0/ExplorationDouble(Set(sea, worm),Set(cavity))	0.0/-145.0/ExplorationDouble(Set(body),Set(sea, worm))
WH_train_9732	2	11	true	0.0/-49.0/Exploitation(Set(alice),Set(bbc, one))	0.0/-145.0/Exploitation(Set(alice),Set(film))
WH_train_9767	2	47	true	0.0/-49.0/ExplorationDouble(Set(ho),Set(barrie, &, jenkins))	0.0/-145.0/ExplorationDouble(Set(yim, ho),Set(film))
WH_train_9771	2	27	true	0.0/-49.0/ExplorationDouble(Set(p220),Set(swiss, arms))	0.0/-145.0/ExplorationDouble(Set(switzerland),Set(swiss, arm, ag))
WH_train_9782	2	17	true	0.0/-49.0/Exploitation(Set(summer),Set(friends))	0.0/-145.0/ExplorationDouble(Set(band),Set(st, gregory))
WH_train_9851	2	36	true	0.0/-49.0/Exploitation(Set(live),Set(software))	0.0/-145.0/ExplorationDouble(Set(windows, marketplace),Set(company))
WH_train_9891	2	102	true	0.0/-49.0/ExplorationDouble(Set(novodvorskaya),Set(belarus))	0.0/-145.0/ExplorationDouble(Set(zakhodnyaya, belarus),Set(russia))
WH_train_9923	2	2	true	0.0/-49.0/Exploitation(Set(sacco),Set(ice, hockey, player))	0.0/-145.0/Exploitation(Set(13),Set(nhl))
WH_train_9938	3	23	true	0.0/-49.0/Exploitation(Set(murders),Set(television, series))	0.0/-49.0/ExplorationDouble(Set(war),Set(episode))	0.0/-145.0/ExplorationDouble(Set(series, finale),Set(character))
WH_train_9995	2	22	true	0.0/-49.0/Exploitation(Set(station),Set(london, borough, of, redbridge))	0.0/-145.0/ExplorationDouble(Set(marks, gate),Set(greater, london))
WH_train_10004	2	6	true	0.0/-49.0/Exploitation(Set(antioch),Set(antakya))	0.0/-145.0/Exploitation(Set(name),Set(city))
WH_train_10015	2	4	true	0.0/-49.0/Exploitation(Set(crazy),Set(little, man))	0.0/-145.0/ExplorationDouble(Set(alan, jackson),Set(enter))
WH_train_10042	2	24	true	0.0/-49.0/Exploitation(Set(prix),Set(auto, racing))	0.0/-145.0/ExplorationDouble(Set(team),Set(steve, mcqueen))
WH_train_10109	2	10	true	0.0/-49.0/Exploitation(Set(devgan),Set(film, director))	0.0/-145.0/ExplorationDouble(Set(kajol),Set(role))
WH_train_10179	2	5	true	0.0/-49.0/Exploitation(Set(channel),Set(burbank))	0.0/-145.0/ExplorationDouble(Set(nbc, studios),Set(laugh, productions, ,, inc.))
WH_train_10184	2	20	true	0.0/-49.0/ExplorationDouble(Set(godhopping),Set(v2, records))	0.0/-145.0/ExplorationDouble(Set(stripes, album),Set(uk))
WH_train_10284	2	12	true	0.0/-49.0/Exploitation(Set(field),Set(western, illinois, university))	0.0/-145.0/Exploitation(Set(team),Set(illinois))
WH_train_10288	3	31	true	0.0/-49.0/Exploitation(Set(mind),Set(columbia, records))	0.0/-49.0/Exploitation(Set(columbia, records),Set(label))	0.0/-145.0/ExplorationDouble(Set(epic, records),Set(pictures))
